    p    n    -0.78235    -1.80574  -1
  0.70 10.00  -59.734  -89.439  -60.490
  1.00 10.00  -44.026  -63.903  -44.633
  1.50 10.00  -31.728  -43.899  -32.169
  2.00 10.00  -25.458  -33.754  -25.787
  3.00 10.00  -18.700  -23.394  -18.880
  5.00 10.00  -12.654  -14.730  -12.672
 10.00 10.00   -7.839   -7.619   -6.848
 30.00 10.00   -4.367   -1.165   -0.090
100.00 10.00   -3.337    4.033    5.598
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -99.999  -99.999  -99.999
  1.50 11.00  -74.789  -86.960  -75.231
  2.00 11.00  -57.767  -66.063  -58.096
  3.00 11.00  -40.248  -44.941  -40.428
  5.00 11.00  -25.603  -27.679  -25.621
 10.00 11.00  -14.358  -14.137  -13.367
 30.00 11.00   -6.670   -3.492   -2.417
100.00 11.00   -3.768    3.396    4.961
  k42 ar42    -0.59888    -1.62227  -1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -47.418  -99.999  -48.998
  0.20  1.00  -31.768  -99.999  -33.040
  0.40  1.00  -23.730  -81.702  -24.688
  0.70  1.00  -19.520  -46.947  -20.219
  1.00  1.00  -16.697  -33.089  -17.226
  1.50  1.00  -13.492  -22.354  -13.818
  2.00  1.00  -11.215  -17.018  -11.400
  3.00  1.00   -8.672  -11.727   -8.662
  5.00  1.00   -6.151   -7.499   -5.884
 10.00  1.00   -3.363   -4.050   -2.626
 30.00  1.00    0.826   -0.051    2.102
100.00  1.00    4.626    2.162    6.341
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -46.416  -99.999  -47.996
  0.20  2.00  -30.767  -99.999  -32.039
  0.40  2.00  -22.730  -81.702  -23.688
  0.70  2.00  -19.107  -46.947  -19.806
  1.00  2.00  -16.676  -33.089  -17.205
  1.50  2.00  -13.491  -22.354  -13.817
  2.00  2.00  -11.215  -17.018  -11.399
  3.00  2.00   -8.672  -11.727   -8.662
  5.00  2.00   -6.151   -7.499   -5.884
 10.00  2.00   -3.363   -4.050   -2.626
 30.00  2.00    0.826   -0.051    2.102
100.00  2.00    4.626    2.162    6.341
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -45.399  -99.999  -46.979
  0.20  3.00  -29.762  -99.999  -31.033
  0.40  3.00  -21.727  -81.702  -22.685
  0.70  3.00  -18.159  -46.947  -18.857
  1.00  3.00  -16.470  -33.089  -16.999
  1.50  3.00  -13.476  -22.354  -13.802
  2.00  3.00  -11.212  -17.018  -11.396
  3.00  3.00   -8.671  -11.727   -8.662
  5.00  3.00   -6.151   -7.499   -5.884
 10.00  3.00   -3.363   -4.050   -2.626
 30.00  3.00    0.826   -0.051    2.102
100.00  3.00    4.626    2.162    6.341
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -44.242  -99.999  -45.822
  0.20  4.00  -28.707  -99.999  -29.979
  0.40  4.00  -20.709  -81.702  -21.667
  0.70  4.00  -17.153  -46.947  -17.851
  1.00  4.00  -15.648  -33.089  -16.177
  1.50  4.00  -13.335  -22.354  -13.661
  2.00  4.00  -11.180  -17.018  -11.365
  3.00  4.00   -8.666  -11.727   -8.656
  5.00  4.00   -6.150   -7.499   -5.883
 10.00  4.00   -3.362   -4.050   -2.626
 30.00  4.00    0.826   -0.051    2.102
100.00  4.00    4.626    2.162    6.341
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -41.903  -99.999  -43.483
  0.20  5.00  -27.200  -99.999  -28.472
  0.40  5.00  -19.541  -81.702  -20.499
  0.70  5.00  -16.086  -46.947  -16.785
  1.00  5.00  -14.616  -33.089  -15.145
  1.50  5.00  -12.601  -22.354  -12.927
  2.00  5.00  -10.892  -17.018  -11.076
  3.00  5.00   -8.612  -11.727   -8.603
  5.00  5.00   -6.142   -7.499   -5.876
 10.00  5.00   -3.362   -4.050   -2.625
 30.00  5.00    0.826   -0.051    2.102
100.00  5.00    4.626    2.162    6.341
  0.01  6.00  -99.999  -99.999  -99.999
  0.10  6.00  -33.714  -99.999  -35.294
  0.20  6.00  -23.020  -99.999  -24.292
  0.40  6.00  -17.272  -81.702  -18.230
  0.70  6.00  -14.536  -46.947  -15.235
  1.00  6.00  -13.314  -33.089  -13.843
  1.50  6.00  -11.468  -22.354  -11.792
  2.00  6.00   -9.928  -17.018  -10.111
  3.00  6.00   -8.171  -11.726   -8.162
  5.00  6.00   -6.060   -7.498   -5.798
 10.00  6.00   -3.353   -4.049   -2.617
 30.00  6.00    0.826   -0.051    2.102
100.00  6.00    4.626    2.162    6.341
  0.01  7.00  -11.477  -99.999  -12.547
  0.10  7.00  -11.450  -99.999  -12.496
  0.20  7.00  -11.384  -99.999  -12.371
  0.40  7.00  -11.235  -81.702  -12.071
  0.70  7.00  -10.963  -46.947  -11.604
  1.00  7.00  -10.709  -33.089  -11.201
  1.50  7.00   -9.679  -22.354   -9.947
  2.00  7.00   -8.440  -17.018   -8.586
  3.00  7.00   -6.987  -11.726   -6.963
  5.00  7.00   -5.453   -7.495   -5.207
 10.00  7.00   -3.266   -4.045   -2.537
 30.00  7.00    0.829   -0.051    2.105
100.00  7.00    4.626    2.162    6.341
  0.01  8.00   -7.728  -99.999   -7.699
  0.10  8.00   -7.728  -99.999   -7.699
  0.20  8.00   -7.729  -99.999   -7.700
  0.40  8.00   -7.752  -81.702   -7.720
  0.70  8.00   -7.819  -46.947   -7.781
  1.00  8.00   -7.877  -33.089   -7.828
  1.50  8.00   -7.397  -22.354   -7.316
  2.00  8.00   -6.365  -17.018   -6.268
  3.00  8.00   -5.167  -11.726   -5.028
  5.00  8.00   -4.032   -7.494   -3.764
 10.00  8.00   -2.637   -4.028   -1.941
 30.00  8.00    0.860   -0.049    2.134
100.00  8.00    4.627    2.162    6.342
  0.01  9.00   -5.687  -99.999   -5.166
  0.10  9.00   -5.687  -99.999   -5.166
  0.20  9.00   -5.688  -99.999   -5.167
  0.40  9.00   -5.713  -81.702   -5.192
  0.70  9.00   -5.788  -46.947   -5.267
  1.00  9.00   -5.748  -33.089   -5.265
  1.50  9.00   -4.486  -22.354   -4.151
  2.00  9.00   -3.555  -17.018   -3.210
  3.00  9.00   -2.631  -11.726   -2.256
  5.00  9.00   -1.921   -7.494   -1.481
 10.00  9.00   -1.226   -4.023   -0.538
 30.00  9.00    1.137   -0.034    2.406
100.00  9.00    4.635    2.164    6.350
  0.01 10.00   -3.883  -99.999   -2.966
  0.10 10.00   -3.882  -99.999   -2.966
  0.20 10.00   -3.883  -99.999   -2.967
  0.40 10.00   -3.909  -81.702   -2.993
  0.70 10.00   -3.982  -46.947   -3.066
  1.00 10.00   -3.817  -33.089   -2.934
  1.50 10.00   -2.302  -22.354   -1.468
  2.00 10.00   -1.375  -17.018   -0.542
  3.00 10.00   -0.481  -11.726    0.355
  5.00 10.00    0.148   -7.494    0.994
 10.00 10.00    0.562   -4.023    1.461
 30.00 10.00    2.149   -0.017    3.452
100.00 10.00    4.716    2.186    6.432
  0.01 11.00   -2.159  -99.999   -0.882
  0.10 11.00   -2.159  -99.999   -0.882
  0.20 11.00   -2.161  -99.999   -0.884
  0.40 11.00   -2.187  -81.702   -0.910
  0.70 11.00   -2.259  -46.947   -0.982
  1.00 11.00   -2.033  -33.089   -0.772
  1.50 11.00   -0.448  -22.354    0.795
  2.00 11.00    0.480  -17.018    1.723
  3.00 11.00    1.372  -11.726    2.615
  5.00 11.00    1.993   -7.494    3.238
 10.00 11.00    2.360   -4.023    3.613
 30.00 11.00    3.497   -0.016    4.940
100.00 11.00    5.303    2.275    7.036
 ar42  k42     0.59888     1.62227   1
  0.01  1.00   -9.151  -99.999   -9.550
  0.10  1.00   -9.151  -60.384   -9.550
  0.20  1.00   -9.151  -33.401   -9.550
  0.40  1.00   -9.151  -19.342   -9.550
  0.70  1.00   -9.151  -13.510   -9.550
  1.00  1.00   -9.143  -11.972   -9.542
  1.50  1.00   -8.665   -9.852   -8.979
  2.00  1.00   -7.500   -8.144   -7.418
  3.00  1.00   -5.558   -6.189   -5.319
  5.00  1.00   -3.830   -4.197   -3.366
 10.00  1.00   -2.809   -2.236   -1.434
 30.00  1.00   -2.538    0.533    1.571
100.00  1.00   -2.530    4.366    5.937
  0.01  2.00   -9.151  -99.999   -9.550
  0.10  2.00   -9.151  -61.386   -9.550
  0.20  2.00   -9.151  -34.401   -9.550
  0.40  2.00   -9.151  -20.342   -9.550
  0.70  2.00   -9.151  -13.923   -9.550
  1.00  2.00   -9.143  -11.994   -9.542
  1.50  2.00   -8.665   -9.854   -8.980
  2.00  2.00   -7.500   -8.145   -7.418
  3.00  2.00   -5.558   -6.189   -5.319
  5.00  2.00   -3.830   -4.197   -3.366
 10.00  2.00   -2.809   -2.236   -1.434
 30.00  2.00   -2.538    0.533    1.571
100.00  2.00   -2.530    4.366    5.937
  0.01  3.00   -9.153  -99.999   -9.554
  0.10  3.00   -9.152  -62.403   -9.551
  0.20  3.00   -9.151  -35.407   -9.551
  0.40  3.00   -9.151  -21.344   -9.551
  0.70  3.00   -9.151  -14.871   -9.550
  1.00  3.00   -9.144  -12.200   -9.543
  1.50  3.00   -8.666   -9.868   -8.983
  2.00  3.00   -7.500   -8.148   -7.420
  3.00  3.00   -5.558   -6.190   -5.319
  5.00  3.00   -3.830   -4.198   -3.366
 10.00  3.00   -2.809   -2.236   -1.434
 30.00  3.00   -2.538    0.533    1.571
100.00  3.00   -2.530    4.366    5.937
  0.01  4.00   -9.162  -99.999   -9.567
  0.10  4.00   -9.159  -63.560   -9.563
  0.20  4.00   -9.157  -36.461   -9.560
  0.40  4.00   -9.156  -22.362   -9.557
  0.70  4.00   -9.154  -15.878   -9.555
  1.00  4.00   -9.146  -13.022   -9.548
  1.50  4.00   -8.667  -10.010   -9.013
  2.00  4.00   -7.500   -8.179   -7.431
  3.00  4.00   -5.558   -6.195   -5.321
  5.00  4.00   -3.830   -4.198   -3.366
 10.00  4.00   -2.809   -2.236   -1.434
 30.00  4.00   -2.538    0.533    1.571
100.00  4.00   -2.530    4.366    5.937
  0.01  5.00   -9.206  -99.999   -9.633
  0.10  5.00   -9.206  -65.903   -9.632
  0.20  5.00   -9.202  -37.968   -9.626
  0.40  5.00   -9.193  -23.531   -9.611
  0.70  5.00   -9.184  -16.944   -9.595
  1.00  5.00   -9.169  -14.053   -9.579
  1.50  5.00   -8.685  -10.742   -9.101
  2.00  5.00   -7.506   -8.466   -7.513
  3.00  5.00   -5.559   -6.247   -5.337
  5.00  5.00   -3.830   -4.206   -3.371
 10.00  5.00   -2.809   -2.237   -1.435
 30.00  5.00   -2.538    0.533    1.571
100.00  5.00   -2.530    4.366    5.937
  0.01  6.00   -9.523  -99.999  -10.087
  0.10  6.00   -9.513  -74.093  -10.072
  0.20  6.00   -9.509  -42.153  -10.063
  0.40  6.00   -9.488  -25.804  -10.023
  0.70  6.00   -9.445  -18.494   -9.946
  1.00  6.00   -9.377  -15.356   -9.846
  1.50  6.00   -8.866  -11.880   -9.298
  2.00  6.00   -7.578   -9.431   -7.652
  3.00  6.00   -5.573   -6.685   -5.441
  5.00  6.00   -3.835   -4.287   -3.415
 10.00  6.00   -2.810   -2.245   -1.443
 30.00  6.00   -2.538    0.533    1.571
100.00  6.00   -2.531    4.366    5.937
  0.01  7.00  -71.105  -99.999  -73.694
  0.10  7.00  -18.824  -99.152  -20.450
  0.20  7.00  -15.197  -54.695  -16.527
  0.40  7.00  -12.960  -32.126  -13.997
  0.70  7.00  -11.753  -22.177  -12.552
  1.00  7.00  -11.071  -18.019  -11.756
  1.50  7.00   -9.863  -13.791  -10.069
  2.00  7.00   -7.917  -10.997   -7.955
  3.00  7.00   -5.716   -7.896   -5.675
  5.00  7.00   -3.899   -4.888   -3.679
 10.00  7.00   -2.824   -2.331   -1.524
 30.00  7.00   -2.539    0.530    1.568
100.00  7.00   -2.531    4.366    5.937
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -80.608  -99.999  -82.203
  0.20  8.00  -46.126  -85.549  -47.428
  0.40  8.00  -28.469  -47.572  -29.487
  0.70  8.00  -20.594  -31.033  -21.400
  1.00  8.00  -16.625  -24.249  -17.205
  1.50  8.00  -11.923  -17.994  -12.298
  2.00  8.00   -9.402  -14.203   -9.661
  3.00  8.00   -6.723  -10.136   -6.841
  5.00  8.00   -4.455   -6.390   -4.417
 10.00  8.00   -3.005   -2.973   -2.114
 30.00  8.00   -2.549    0.498    1.536
100.00  8.00   -2.531    4.365    5.936
  0.01  9.00  -99.999  -99.999  -99.999
  0.10  9.00  -99.999  -99.999  -99.999
  0.20  9.00  -99.999  -99.999  -99.999
  0.40  9.00  -62.919  -82.051  -63.937
  0.70  9.00  -40.275  -50.724  -41.081
  1.00  9.00  -30.000  -38.059  -30.620
  1.50  9.00  -20.706  -27.226  -21.158
  2.00  9.00  -15.912  -21.146  -16.254
  3.00  9.00  -10.988  -14.808  -11.185
  5.00  9.00   -6.976   -9.284   -7.009
 10.00  9.00   -4.156   -4.589   -3.616
 30.00  9.00   -2.671    0.204    1.242
100.00  9.00   -2.535    4.356    5.927
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -99.999  -99.999  -99.999
  0.40 10.00  -99.999  -99.999  -99.999
  0.70 10.00  -83.064  -93.512  -83.870
  1.00 10.00  -59.925  -67.985  -60.545
  1.50 10.00  -40.671  -47.194  -41.124
  2.00 10.00  -30.897  -36.135  -31.240
  3.00 10.00  -21.002  -24.826  -21.201
  5.00 10.00  -13.014  -15.333  -13.050
 10.00 10.00   -7.231   -7.710   -6.721
 30.00 10.00   -3.587   -1.002    0.036
100.00 10.00   -2.574    4.273    5.843
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -99.999  -99.999  -99.999
  1.50 11.00  -83.732  -90.255  -84.185
  2.00 11.00  -63.205  -68.444  -63.549
  3.00 11.00  -42.550  -46.374  -42.749
  5.00 11.00  -25.963  -28.282  -25.999
 10.00 11.00  -13.749  -14.228  -13.240
 30.00 11.00   -5.884   -3.329   -2.292
100.00 11.00   -2.997    3.637    5.206
 ti43 sc43     6.86683     5.84344  -1
  0.01  1.00   -5.454    0.201    0.703
  0.10  1.00   -5.957    0.201    0.703
  0.20  1.00   -6.098    0.201    0.703
  0.40  1.00   -6.228    0.201    0.703
  0.70  1.00   -5.680    0.201    0.703
  1.00  1.00   -4.414    0.199    0.701
  1.50  1.00   -3.290    0.192    0.694
  2.00  1.00   -2.656    0.182    0.686
  3.00  1.00   -1.908    0.163    0.674
  5.00  1.00   -1.101    0.126    0.687
 10.00  1.00   -0.062    0.032    1.054
 30.00  1.00    2.126    1.237    3.365
100.00  1.00    4.937    2.175    6.619
  0.01  2.00   -4.475    0.201    0.703
  0.10  2.00   -4.957    0.201    0.703
  0.20  2.00   -5.098    0.201    0.703
  0.40  2.00   -5.229    0.201    0.703
  0.70  2.00   -5.267    0.201    0.703
  1.00  2.00   -4.392    0.199    0.701
  1.50  2.00   -3.289    0.192    0.694
  2.00  2.00   -2.655    0.182    0.686
  3.00  2.00   -1.908    0.163    0.674
  5.00  2.00   -1.101    0.126    0.687
 10.00  2.00   -0.062    0.032    1.054
 30.00  2.00    2.126    1.237    3.365
100.00  2.00    4.937    2.175    6.619
  0.01  3.00   -3.574    0.201    0.703
  0.10  3.00   -3.963    0.201    0.703
  0.20  3.00   -4.100    0.201    0.703
  0.40  3.00   -4.229    0.201    0.703
  0.70  3.00   -4.320    0.201    0.703
  1.00  3.00   -4.186    0.199    0.701
  1.50  3.00   -3.274    0.192    0.694
  2.00  3.00   -2.652    0.182    0.686
  3.00  3.00   -1.908    0.163    0.674
  5.00  3.00   -1.101    0.126    0.687
 10.00  3.00   -0.062    0.032    1.054
 30.00  3.00    2.126    1.237    3.365
100.00  3.00    4.937    2.175    6.619
  0.01  4.00   -2.911    0.201    0.704
  0.10  4.00   -3.019    0.201    0.704
  0.20  4.00   -3.120    0.201    0.704
  0.40  4.00   -3.235    0.201    0.704
  0.70  4.00   -3.322    0.201    0.703
  1.00  4.00   -3.368    0.199    0.701
  1.50  4.00   -3.134    0.192    0.694
  2.00  4.00   -2.621    0.182    0.686
  3.00  4.00   -1.902    0.163    0.674
  5.00  4.00   -1.100    0.126    0.687
 10.00  4.00   -0.062    0.032    1.054
 30.00  4.00    2.126    1.237    3.365
100.00  4.00    4.937    2.175    6.619
  0.01  5.00   -2.204    0.201    0.707
  0.10  5.00   -2.212    0.201    0.707
  0.20  5.00   -2.230    0.201    0.707
  0.40  5.00   -2.283    0.201    0.706
  0.70  5.00   -2.340    0.201    0.705
  1.00  5.00   -2.380    0.199    0.703
  1.50  5.00   -2.417    0.192    0.696
  2.00  5.00   -2.340    0.182    0.687
  3.00  5.00   -1.851    0.164    0.675
  5.00  5.00   -1.092    0.126    0.689
 10.00  5.00   -0.061    0.032    1.055
 30.00  5.00    2.126    1.237    3.365
100.00  5.00    4.937    2.175    6.619
  0.01  6.00   -1.406    0.201    0.726
  0.10  6.00   -1.406    0.201    0.726
  0.20  6.00   -1.405    0.201    0.726
  0.40  6.00   -1.409    0.201    0.726
  0.70  6.00   -1.416    0.201    0.725
  1.00  6.00   -1.426    0.199    0.723
  1.50  6.00   -1.445    0.192    0.715
  2.00  6.00   -1.462    0.183    0.706
  3.00  6.00   -1.436    0.164    0.691
  5.00  6.00   -1.014    0.127    0.700
 10.00  6.00   -0.053    0.032    1.061
 30.00  6.00    2.127    1.237    3.365
100.00  6.00    4.937    2.175    6.619
  0.01  7.00   -0.470    0.201    0.875
  0.10  7.00   -0.470    0.201    0.875
  0.20  7.00   -0.470    0.201    0.875
  0.40  7.00   -0.469    0.201    0.875
  0.70  7.00   -0.470    0.201    0.875
  1.00  7.00   -0.470    0.199    0.874
  1.50  7.00   -0.474    0.192    0.869
  2.00  7.00   -0.479    0.183    0.862
  3.00  7.00   -0.487    0.164    0.851
  5.00  7.00   -0.470    0.129    0.844
 10.00  7.00    0.031    0.035    1.123
 30.00  7.00    2.130    1.237    3.368
100.00  7.00    4.937    2.175    6.619
  0.01  8.00    0.591    0.201    1.566
  0.10  8.00    0.591    0.201    1.566
  0.20  8.00    0.591    0.201    1.566
  0.40  8.00    0.591    0.201    1.566
  0.70  8.00    0.591    0.201    1.566
  1.00  8.00    0.590    0.199    1.566
  1.50  8.00    0.585    0.192    1.562
  2.00  8.00    0.579    0.183    1.557
  3.00  8.00    0.568    0.164    1.550
  5.00  8.00    0.559    0.129    1.548
 10.00  8.00    0.613    0.047    1.619
 30.00  8.00    2.160    1.239    3.397
100.00  8.00    4.938    2.175    6.620
  0.01  9.00    1.805    0.201    2.795
  0.10  9.00    1.805    0.201    2.795
  0.20  9.00    1.805    0.201    2.795
  0.40  9.00    1.805    0.201    2.795
  0.70  9.00    1.804    0.201    2.794
  1.00  9.00    1.803    0.199    2.794
  1.50  9.00    1.800    0.192    2.789
  2.00  9.00    1.793    0.183    2.782
  3.00  9.00    1.780    0.164    2.769
  5.00  9.00    1.766    0.129    2.756
 10.00  9.00    1.769    0.051    2.765
 30.00  9.00    2.442    1.255    3.671
100.00  9.00    4.946    2.177    6.628
  0.01 10.00    3.288    0.201    4.369
  0.10 10.00    3.288    0.201    4.369
  0.20 10.00    3.288    0.201    4.369
  0.40 10.00    3.289    0.201    4.369
  0.70 10.00    3.288    0.201    4.369
  1.00 10.00    3.287    0.199    4.367
  1.50 10.00    3.283    0.192    4.363
  2.00 10.00    3.278    0.183    4.356
  3.00 10.00    3.268    0.164    4.345
  5.00 10.00    3.253    0.129    4.326
 10.00 10.00    3.232    0.051    4.305
 30.00 10.00    3.489    1.272    4.734
100.00 10.00    5.027    2.199    6.710
  0.01 11.00    4.917    0.201    6.238
  0.10 11.00    4.917    0.201    6.238
  0.20 11.00    4.917    0.201    6.238
  0.40 11.00    4.917    0.201    6.237
  0.70 11.00    4.917    0.201    6.238
  1.00 11.00    4.916    0.199    6.236
  1.50 11.00    4.913    0.192    6.233
  2.00 11.00    4.910    0.183    6.229
  3.00 11.00    4.903    0.164    6.221
  5.00 11.00    4.891    0.129    6.206
 10.00 11.00    4.866    0.051    6.179
 30.00 11.00    4.936    1.273    6.315
100.00 11.00    5.622    2.292    7.320
 sc43 ti43    -6.86683    -5.84344   1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -99.999  -99.999  -99.999
  0.20  1.00  -99.999  -99.999  -99.999
  0.40  1.00  -99.999  -87.498  -88.479
  0.70  1.00  -65.894  -49.916  -50.650
  1.00  1.00  -46.360  -35.678  -36.254
  1.50  1.00  -31.170  -24.476  -24.871
  2.00  1.00  -23.576  -18.763  -19.027
  3.00  1.00  -15.990  -12.894  -12.972
  5.00  1.00   -9.965   -7.967   -7.801
 10.00  1.00   -5.514   -3.828   -3.299
 30.00  1.00   -2.566    0.501    1.593
100.00  1.00   -1.543    4.092    5.703
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -99.999  -99.999  -99.999
  0.20  2.00  -99.999  -99.999  -99.999
  0.40  2.00  -99.999  -88.498  -89.479
  0.70  2.00  -65.894  -50.329  -51.063
  1.00  2.00  -46.360  -35.700  -36.276
  1.50  2.00  -31.170  -24.478  -24.872
  2.00  2.00  -23.576  -18.763  -19.027
  3.00  2.00  -15.990  -12.894  -12.972
  5.00  2.00   -9.965   -7.967   -7.801
 10.00  2.00   -5.514   -3.828   -3.299
 30.00  2.00   -2.566    0.501    1.593
100.00  2.00   -1.543    4.092    5.703
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -99.999  -99.999  -99.999
  0.20  3.00  -99.999  -99.999  -99.999
  0.40  3.00  -99.999  -89.501  -90.481
  0.70  3.00  -65.894  -51.277  -52.011
  1.00  3.00  -46.360  -35.906  -36.482
  1.50  3.00  -31.170  -24.492  -24.887
  2.00  3.00  -23.576  -18.766  -19.030
  3.00  3.00  -15.990  -12.894  -12.972
  5.00  3.00   -9.965   -7.967   -7.801
 10.00  3.00   -5.514   -3.828   -3.299
 30.00  3.00   -2.566    0.501    1.593
100.00  3.00   -1.543    4.092    5.703
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -99.999  -99.999  -99.999
  0.20  4.00  -99.999  -99.999  -99.999
  0.40  4.00  -99.999  -90.519  -91.499
  0.70  4.00  -65.894  -52.283  -53.018
  1.00  4.00  -46.360  -36.728  -37.304
  1.50  4.00  -31.170  -24.634  -25.028
  2.00  4.00  -23.576  -18.798  -19.062
  3.00  4.00  -15.991  -12.900  -12.978
  5.00  4.00   -9.965   -7.968   -7.802
 10.00  4.00   -5.514   -3.828   -3.299
 30.00  4.00   -2.566    0.501    1.593
100.00  4.00   -1.543    4.092    5.703
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -99.999  -99.999  -99.999
  0.20  5.00  -99.999  -99.999  -99.999
  0.40  5.00  -99.999  -91.687  -92.668
  0.70  5.00  -65.897  -53.350  -54.084
  1.00  5.00  -46.363  -37.759  -38.335
  1.50  5.00  -31.172  -25.368  -25.762
  2.00  5.00  -23.577  -19.086  -19.350
  3.00  5.00  -15.991  -12.953  -13.031
  5.00  5.00   -9.965   -7.976   -7.810
 10.00  5.00   -5.514   -3.829   -3.300
 30.00  5.00   -2.566    0.501    1.593
100.00  5.00   -1.543    4.092    5.703
  0.01  6.00  -99.999  -99.999  -99.999
  0.10  6.00  -99.999  -99.999  -99.999
  0.20  6.00  -99.999  -99.999  -99.999
  0.40  6.00  -99.999  -93.960  -94.941
  0.70  6.00  -65.921  -54.900  -55.634
  1.00  6.00  -46.385  -39.062  -39.638
  1.50  6.00  -31.193  -26.506  -26.900
  2.00  6.00  -23.595  -20.053  -20.317
  3.00  6.00  -16.002  -13.396  -13.473
  5.00  6.00   -9.970   -8.059   -7.892
 10.00  6.00   -5.516   -3.837   -3.308
 30.00  6.00   -2.566    0.500    1.593
100.00  6.00   -1.543    4.092    5.703
  0.01  7.00  -99.999  -99.999  -99.999
  0.10  7.00  -99.999  -99.999  -99.999
  0.20  7.00  -99.999  -99.999  -99.999
  0.40  7.00  -99.999  -99.999  -99.999
  0.70  7.00  -66.096  -58.583  -59.317
  1.00  7.00  -46.558  -41.725  -42.301
  1.50  7.00  -31.358  -28.417  -28.810
  2.00  7.00  -23.751  -21.619  -21.877
  3.00  7.00  -16.123  -14.610  -14.671
  5.00  7.00  -10.038   -8.671   -8.493
 10.00  7.00   -5.532   -3.926   -3.396
 30.00  7.00   -2.567    0.497    1.590
100.00  7.00   -1.543    4.092    5.703
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -99.999  -99.999  -99.999
  0.20  8.00  -99.999  -99.999  -99.999
  0.40  8.00  -99.999  -99.999  -99.999
  0.70  8.00  -67.843  -67.438  -67.977
  1.00  8.00  -48.177  -47.955  -48.292
  1.50  8.00  -32.773  -32.620  -32.772
  2.00  8.00  -24.989  -24.825  -24.869
  3.00  8.00  -17.102  -16.850  -16.763
  5.00  8.00  -10.659  -10.176   -9.932
 10.00  8.00   -5.749   -4.579   -4.043
 30.00  8.00   -2.579    0.466    1.558
100.00  8.00   -1.544    4.091    5.702
  0.01  9.00  -99.999  -99.999  -99.999
  0.10  9.00  -99.999  -99.999  -99.999
  0.20  9.00  -99.999  -99.999  -99.999
  0.40  9.00  -99.999  -99.999  -99.999
  0.70  9.00  -86.953  -87.129  -87.483
  1.00  9.00  -61.623  -61.765  -61.987
  1.50  9.00  -41.765  -41.852  -41.934
  2.00  9.00  -31.736  -31.768  -31.759
  3.00  9.00  -21.599  -21.522  -21.394
  5.00  9.00  -13.370  -13.070  -12.800
 10.00  9.00   -7.040   -6.199   -5.653
 30.00  9.00   -2.717    0.174    1.265
100.00  9.00   -1.548    4.083    5.694
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -99.999  -99.999  -99.999
  0.40 10.00  -99.999  -99.999  -99.999
  0.70 10.00  -99.999  -99.999  -99.999
  1.00 10.00  -91.550  -91.691  -91.913
  1.50 10.00  -61.733  -61.820  -61.902
  2.00 10.00  -46.725  -46.757  -46.748
  3.00 10.00  -31.617  -31.540  -31.413
  5.00 10.00  -19.419  -19.119  -18.849
 10.00 10.00  -10.148   -9.319   -8.774
 30.00 10.00   -3.683   -1.030    0.060
100.00 10.00   -1.589    4.000    5.610
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -99.999  -99.999  -99.999
  1.50 11.00  -99.999  -99.999  -99.999
  2.00 11.00  -79.033  -79.066  -79.057
  3.00 11.00  -53.165  -53.088  -52.961
  5.00 11.00  -32.368  -32.068  -31.798
 10.00 11.00  -16.666  -15.838  -15.292
 30.00 11.00   -5.989   -3.357   -2.267
100.00 11.00   -2.023    3.367    4.975
 sc43 ca43     2.22071     1.19732  -1
  0.01  1.00   -7.761   -4.339   -4.528
  0.10  1.00   -8.260   -4.339   -4.528
  0.20  1.00   -8.397   -4.339   -4.528
  0.40  1.00   -8.520   -4.342   -4.531
  0.70  1.00   -7.963   -4.356   -4.545
  1.00  1.00   -6.687   -4.374   -4.555
  1.50  1.00   -5.532   -4.389   -4.480
