    p    n    -0.78235    -1.80574  -1
  2.00  1.00   -4.850   -4.371   -4.214
  3.00  1.00   -3.975   -4.208   -3.500
  5.00  1.00   -2.905   -3.620   -2.354
 10.00  1.00   -1.373   -1.995   -0.538
 30.00  1.00    1.690    0.604    2.928
100.00  1.00    4.853    1.861    6.537
  0.01  2.00   -6.782   -4.339   -4.523
  0.10  2.00   -7.261   -4.339   -4.526
  0.20  2.00   -7.397   -4.339   -4.527
  0.40  2.00   -7.520   -4.342   -4.530
  0.70  2.00   -7.550   -4.356   -4.544
  1.00  2.00   -6.665   -4.374   -4.555
  1.50  2.00   -5.530   -4.389   -4.479
  2.00  2.00   -4.849   -4.371   -4.214
  3.00  2.00   -3.975   -4.208   -3.500
  5.00  2.00   -2.905   -3.620   -2.354
 10.00  2.00   -1.373   -1.995   -0.538
 30.00  2.00    1.690    0.604    2.928
100.00  2.00    4.853    1.861    6.537
  0.01  3.00   -5.881   -4.339   -4.490
  0.10  3.00   -6.266   -4.339   -4.512
  0.20  3.00   -6.399   -4.339   -4.516
  0.40  3.00   -6.520   -4.342   -4.522
  0.70  3.00   -6.603   -4.356   -4.537
  1.00  3.00   -6.459   -4.374   -4.551
  1.50  3.00   -5.516   -4.389   -4.477
  2.00  3.00   -4.846   -4.371   -4.212
  3.00  3.00   -3.975   -4.208   -3.499
  5.00  3.00   -2.905   -3.620   -2.354
 10.00  3.00   -1.373   -1.995   -0.538
 30.00  3.00    1.690    0.604    2.928
100.00  3.00    4.853    1.861    6.537
  0.01  4.00   -5.216   -4.339   -4.375
  0.10  4.00   -5.321   -4.339   -4.404
  0.20  4.00   -5.418   -4.339   -4.426
  0.40  4.00   -5.525   -4.342   -4.448
  0.70  4.00   -5.605   -4.356   -4.472
  1.00  4.00   -5.641   -4.374   -4.491
  1.50  4.00   -5.375   -4.389   -4.445
  2.00  4.00   -4.815   -4.371   -4.195
  3.00  4.00   -3.969   -4.208   -3.495
  5.00  4.00   -2.904   -3.620   -2.354
 10.00  4.00   -1.373   -1.995   -0.538
 30.00  4.00    1.690    0.604    2.928
100.00  4.00    4.853    1.861    6.537
  0.01  5.00   -4.499   -4.339   -4.020
  0.10  5.00   -4.506   -4.339   -4.025
  0.20  5.00   -4.521   -4.339   -4.035
  0.40  5.00   -4.568   -4.342   -4.065
  0.70  5.00   -4.619   -4.356   -4.101
  1.00  5.00   -4.650   -4.374   -4.125
  1.50  5.00   -4.657   -4.389   -4.127
  2.00  5.00   -4.532   -4.370   -4.021
  3.00  5.00   -3.917   -4.207   -3.451
  5.00  5.00   -2.896   -3.619   -2.346
 10.00  5.00   -1.373   -1.995   -0.537
 30.00  5.00    1.690    0.604    2.928
100.00  5.00    4.853    1.861    6.537
  0.01  6.00   -3.663   -4.339   -3.304
  0.10  6.00   -3.663   -4.339   -3.304
  0.20  6.00   -3.661   -4.339   -3.302
  0.40  6.00   -3.663   -4.342   -3.303
  0.70  6.00   -3.667   -4.356   -3.307
  1.00  6.00   -3.672   -4.374   -3.311
  1.50  6.00   -3.666   -4.389   -3.299
  2.00  6.00   -3.640   -4.368   -3.261
  3.00  6.00   -3.496   -4.201   -3.071
  5.00  6.00   -2.817   -3.617   -2.273
 10.00  6.00   -1.364   -1.994   -0.529
 30.00  6.00    1.690    0.604    2.928
100.00  6.00    4.853    1.861    6.537
  0.01  7.00   -2.604   -4.339   -2.230
  0.10  7.00   -2.604   -4.339   -2.229
  0.20  7.00   -2.603   -4.339   -2.228
  0.40  7.00   -2.602   -4.342   -2.227
  0.70  7.00   -2.604   -4.356   -2.230
  1.00  7.00   -2.605   -4.374   -2.231
  1.50  7.00   -2.595   -4.389   -2.218
  2.00  7.00   -2.571   -4.368   -2.185
  3.00  7.00   -2.487   -4.198   -2.068
  5.00  7.00   -2.252   -3.605   -1.724
 10.00  7.00   -1.279   -1.990   -0.451
 30.00  7.00    1.693    0.604    2.931
100.00  7.00    4.853    1.861    6.537
  0.01  8.00   -1.271   -4.339   -0.798
  0.10  8.00   -1.271   -4.339   -0.798
  0.20  8.00   -1.271   -4.339   -0.798
  0.40  8.00   -1.271   -4.342   -0.798
  0.70  8.00   -1.275   -4.356   -0.802
  1.00  8.00   -1.279   -4.374   -0.806
  1.50  8.00   -1.280   -4.389   -0.805
  2.00  8.00   -1.272   -4.368   -0.791
  3.00  8.00   -1.233   -4.198   -0.729
  5.00  8.00   -1.101   -3.602   -0.521
 10.00  8.00   -0.682   -1.975    0.129
 30.00  8.00    1.723    0.607    2.961
100.00  8.00    4.854    1.862    6.538
  0.01  9.00    0.260   -4.339    0.950
  0.10  9.00    0.260   -4.339    0.950
  0.20  9.00    0.260   -4.339    0.951
  0.40  9.00    0.260   -4.342    0.950
  0.70  9.00    0.254   -4.356    0.944
  1.00  9.00    0.249   -4.374    0.939
  1.50  9.00    0.243   -4.389    0.934
  2.00  9.00    0.240   -4.368    0.935
  3.00  9.00    0.249   -4.198    0.955
  5.00  9.00    0.298   -3.602    1.039
 10.00  9.00    0.525   -1.970    1.392
 30.00  9.00    2.004    0.628    3.239
100.00  9.00    4.862    1.864    6.546
  0.01 10.00    2.061   -4.339    2.925
  0.10 10.00    2.061   -4.339    2.925
  0.20 10.00    2.061   -4.339    2.925
  0.40 10.00    2.061   -4.342    2.925
  0.70 10.00    2.058   -4.356    2.921
  1.00 10.00    2.053   -4.374    2.915
  1.50 10.00    2.050   -4.389    2.909
  2.00 10.00    2.048   -4.368    2.907
  3.00 10.00    2.051   -4.198    2.911
  5.00 10.00    2.070   -3.602    2.942
 10.00 10.00    2.183   -1.970    3.111
 30.00 10.00    3.047    0.650    4.301
100.00 10.00    4.943    1.889    6.628
  0.01 11.00    4.208   -4.339    5.378
  0.10 11.00    4.208   -4.339    5.379
  0.20 11.00    4.207   -4.339    5.378
  0.40 11.00    4.207   -4.342    5.378
  0.70 11.00    4.207   -4.356    5.377
  1.00 11.00    4.205   -4.374    5.375
  1.50 11.00    4.203   -4.389    5.373
  2.00 11.00    4.203   -4.368    5.372
  3.00 11.00    4.202   -4.198    5.371
  5.00 11.00    4.202   -3.602    5.374
 10.00 11.00    4.218   -1.970    5.404
 30.00 11.00    4.531    0.652    5.889
100.00 11.00    5.537    1.991    7.238
 ca43 sc43    -2.22071    -1.19732   1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -99.999  -99.999  -99.999
  0.20  1.00  -65.988  -60.797  -62.072
  0.40  1.00  -37.653  -31.406  -32.371
  0.70  1.00  -25.510  -18.875  -19.583
  1.00  1.00  -20.657  -14.617  -15.157
  1.50  1.00  -16.902  -11.140  -11.483
  2.00  1.00  -15.049   -9.244   -9.440
  3.00  1.00  -13.169   -7.098   -7.082
  5.00  1.00   -7.855   -4.923   -4.656
 10.00  1.00   -3.306   -2.621   -1.954
 30.00  1.00   -0.409    0.811    1.939
100.00  1.00    0.513    4.274    5.883
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -99.999  -99.999  -99.999
  0.20  2.00  -65.989  -61.797  -63.073
  0.40  2.00  -37.654  -32.406  -33.371
  0.70  2.00  -25.510  -19.288  -19.996
  1.00  2.00  -20.657  -14.639  -15.179
  1.50  2.00  -16.902  -11.142  -11.484
  2.00  2.00  -15.049   -9.245   -9.441
  3.00  2.00  -13.169   -7.098   -7.082
  5.00  2.00   -7.855   -4.923   -4.656
 10.00  2.00   -3.306   -2.621   -1.954
 30.00  2.00   -0.409    0.811    1.939
100.00  2.00    0.513    4.274    5.883
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -99.999  -99.999  -99.999
  0.20  3.00  -66.000  -62.803  -64.078
  0.40  3.00  -37.658  -33.408  -34.373
  0.70  3.00  -25.512  -20.237  -20.945
  1.00  3.00  -20.658  -14.845  -15.385
  1.50  3.00  -16.902  -11.156  -11.499
  2.00  3.00  -15.049   -9.248   -9.444
  3.00  3.00  -13.169   -7.099   -7.083
  5.00  3.00   -7.855   -4.923   -4.656
 10.00  3.00   -3.306   -2.621   -1.954
 30.00  3.00   -0.409    0.811    1.939
100.00  3.00    0.513    4.274    5.883
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -99.999  -99.999  -99.999
  0.20  4.00  -66.109  -63.857  -65.132
  0.40  4.00  -37.702  -34.426  -35.391
  0.70  4.00  -25.531  -21.243  -21.951
  1.00  4.00  -20.668  -15.667  -16.207
  1.50  4.00  -16.905  -11.298  -11.640
  2.00  4.00  -15.050   -9.279   -9.476
  3.00  4.00  -13.170   -7.104   -7.088
  5.00  4.00   -7.855   -4.924   -4.657
 10.00  4.00   -3.306   -2.621   -1.954
 30.00  4.00   -0.409    0.811    1.939
100.00  4.00    0.513    4.274    5.883
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -99.999  -99.999  -99.999
  0.20  5.00  -67.014  -65.364  -66.636
  0.40  5.00  -38.088  -35.595  -36.559
  0.70  5.00  -25.707  -22.310  -23.018
  1.00  5.00  -20.769  -16.698  -17.238
  1.50  5.00  -16.951  -12.031  -12.374
  2.00  5.00  -15.071   -9.568   -9.764
  3.00  5.00  -13.176   -7.158   -7.142
  5.00  5.00   -7.855   -4.932   -4.665
 10.00  5.00   -3.306   -2.622   -1.955
 30.00  5.00   -0.409    0.811    1.939
100.00  5.00    0.513    4.274    5.883
  0.01  6.00  -99.999  -99.999  -99.999
  0.10  6.00  -99.999  -99.999  -99.999
  0.20  6.00  -71.151  -69.549  -70.821
  0.40  6.00  -40.158  -37.868  -38.832
  0.70  6.00  -26.838  -23.859  -24.567
  1.00  6.00  -21.498  -18.001  -18.542
  1.50  6.00  -17.362  -13.169  -13.512
  2.00  6.00  -15.321  -10.534  -10.731
  3.00  6.00  -13.252   -7.600   -7.584
  5.00  6.00   -7.855   -5.014   -4.748
 10.00  6.00   -3.307   -2.631   -1.962
 30.00  6.00   -0.409    0.811    1.938
100.00  6.00    0.513    4.274    5.883
  0.01  7.00  -99.999  -99.999  -99.999
  0.10  7.00  -99.999  -99.999  -99.999
  0.20  7.00  -83.692  -82.091  -83.363
  0.40  7.00  -46.480  -44.190  -45.155
  0.70  7.00  -30.500  -27.542  -28.250
  1.00  7.00  -24.093  -20.664  -21.205
  1.50  7.00  -19.095  -15.080  -15.423
  2.00  7.00  -16.590  -12.100  -12.296
  3.00  7.00  -13.727   -8.814   -8.798
  5.00  7.00   -7.863   -5.624   -5.354
 10.00  7.00   -3.310   -2.719   -2.036
 30.00  7.00   -0.410    0.808    1.935
100.00  7.00    0.513    4.274    5.883
  0.01  8.00  -99.999  -99.999  -99.999
  0.10  8.00  -99.999  -99.999  -99.999
  0.20  8.00  -99.999  -99.999  -99.999
  0.40  8.00  -61.925  -59.637  -60.601
  0.70  8.00  -39.356  -36.398  -37.106
  1.00  8.00  -30.323  -26.894  -27.435
  1.50  8.00  -23.295  -19.284  -19.626
  2.00  8.00  -19.778  -15.307  -15.503
  3.00  8.00  -14.049  -11.053  -11.036
  5.00  8.00   -7.938   -7.129   -6.758
 10.00  8.00   -3.356   -3.369   -2.499
 30.00  8.00   -0.416    0.777    1.905
100.00  8.00    0.513    4.273    5.882
  0.01  9.00  -99.999  -99.999  -99.999
  0.10  9.00  -99.999  -99.999  -99.999
  0.20  9.00  -99.999  -99.999  -99.999
  0.40  9.00  -96.404  -94.115  -95.079
  0.70  9.00  -59.047  -56.089  -56.797
  1.00  9.00  -44.096  -40.704  -41.244
  1.50  9.00  -29.964  -28.516  -28.807
  2.00  9.00  -22.346  -22.250  -21.958
  3.00  9.00  -14.710  -15.725  -14.445
  5.00  9.00   -8.539  -10.022   -8.231
 10.00  9.00   -3.798   -4.988   -3.350
 30.00  9.00   -0.495    0.485    1.617
100.00  9.00    0.510    4.265    5.874
  0.01 10.00  -99.999  -99.999  -99.999
  0.10 10.00  -99.999  -99.999  -99.999
  0.20 10.00  -99.999  -99.999  -99.999
  0.40 10.00  -99.999  -99.999  -99.999
  0.70 10.00  -95.669  -98.878  -96.419
  1.00 10.00  -67.462  -70.630  -68.060
  1.50 10.00  -45.390  -48.484  -45.817
  2.00 10.00  -34.240  -37.239  -34.547
  3.00 10.00  -22.949  -25.744  -23.092
  5.00 10.00  -13.682  -16.071  -13.628
 10.00 10.00   -6.433   -8.109   -6.139
 30.00 10.00   -1.237   -0.718    0.431
100.00 10.00    0.474    4.182    5.790
  0.01 11.00  -99.999  -99.999  -99.999
  0.10 11.00  -99.999  -99.999  -99.999
  0.20 11.00  -99.999  -99.999  -99.999
  0.40 11.00  -99.999  -99.999  -99.999
  0.70 11.00  -99.999  -99.999  -99.999
  1.00 11.00  -99.999  -99.999  -99.999
  1.50 11.00  -88.451  -91.545  -88.878
  2.00 11.00  -66.548  -69.548  -66.856
  3.00 11.00  -44.497  -47.291  -44.640
  5.00 11.00  -26.631  -29.021  -26.577
 10.00 11.00  -12.951  -14.627  -12.658
 30.00 11.00   -3.496   -3.045   -1.893
100.00 11.00    0.079    3.549    5.155
 ca43  k43    -1.81540    -2.83879  -1
  0.01  1.00  -99.999  -99.999  -99.999
  0.10  1.00  -99.999  -99.999  -99.999
  0.20  1.00  -58.164  -99.999  -59.437
  0.40  1.00  -34.771  -99.999  -35.724
  0.70  1.00  -23.910  -57.478  -24.591
  1.00  1.00  -18.379  -40.223  -18.877
  1.50  1.00  -13.721  -26.809  -14.022
  2.00  1.00  -11.126  -20.104  -11.300
  3.00  1.00   -8.164  -13.377   -8.165
  5.00  1.00   -5.369   -7.945   -5.134
 10.00  1.00   -2.730   -3.902   -2.104
 30.00  1.00    0.825   -0.327    2.057
100.00  1.00    4.329    1.965    6.040
  0.01  2.00  -99.999  -99.999  -99.999
  0.10  2.00  -99.999  -99.999  -99.999
  0.20  2.00  -57.164  -99.999  -58.437
  0.40  2.00  -33.771  -99.999  -34.724
  0.70  2.00  -23.497  -57.478  -24.178
  1.00  2.00  -18.358  -40.223  -18.855
  1.50  2.00  -13.720  -26.809  -14.020
  2.00  2.00  -11.126  -20.104  -11.300
  3.00  2.00   -8.164  -13.377   -8.165
  5.00  2.00   -5.369   -7.945   -5.134
 10.00  2.00   -2.730   -3.902   -2.104
 30.00  2.00    0.825   -0.327    2.057
100.00  2.00    4.329    1.965    6.040
  0.01  3.00  -99.999  -99.999  -99.999
  0.10  3.00  -99.999  -99.999  -99.999
  0.20  3.00  -56.158  -99.999  -57.431
  0.40  3.00  -32.769  -99.999  -33.722
  0.70  3.00  -22.549  -57.478  -23.230
  1.00  3.00  -18.152  -40.223  -18.649
  1.50  3.00  -13.706  -26.809  -14.006
  2.00  3.00  -11.123  -20.104  -11.296
  3.00  3.00   -8.164  -13.377   -8.165
  5.00  3.00   -5.369   -7.945   -5.134
 10.00  3.00   -2.730   -3.902   -2.104
 30.00  3.00    0.825   -0.327    2.057
100.00  3.00    4.329    1.965    6.040
  0.01  4.00  -99.999  -99.999  -99.999
  0.10  4.00  -99.999  -99.999  -99.999
  0.20  4.00  -55.103  -99.999  -56.377
  0.40  4.00  -31.751  -99.999  -32.705
  0.70  4.00  -21.543  -57.478  -22.224
  1.00  4.00  -17.330  -40.223  -17.828
  1.50  4.00  -13.576  -26.809  -13.872
  2.00  4.00  -11.091  -20.104  -11.265
  3.00  4.00   -8.158  -13.377   -8.159
  5.00  4.00   -5.368   -7.945   -5.133
 10.00  4.00   -2.730   -3.902   -2.104
 30.00  4.00    0.825   -0.327    2.057
100.00  4.00    4.329    1.965    6.040
  0.01  5.00  -99.999  -99.999  -99.999
  0.10  5.00  -98.901  -99.999  -99.999
  0.20  5.00  -53.597  -99.999  -54.871
  0.40  5.00  -30.604  -99.999  -31.556
  0.70  5.00  -20.480  -57.478  -21.163
  1.00  5.00  -16.303  -40.223  -16.800
  1.50  5.00  -12.845  -26.809  -13.140
  2.00  5.00  -10.803  -20.104  -10.977
  3.00  5.00   -8.105  -13.377   -8.106
  5.00  5.00   -5.360   -7.945   -5.125
 10.00  5.00   -2.729   -3.902   -2.104
 30.00  5.00    0.825   -0.326    2.057
100.00  5.00    4.329    1.965    6.040
  0.01  6.00  -99.999  -99.999  -99.999
  0.10  6.00  -90.711  -99.999  -92.293
  0.20  6.00  -49.413  -99.999  -50.687
  0.40  6.00  -28.341  -99.999  -29.303
  0.70  6.00  -18.968  -57.478  -19.657
  1.00  6.00  -15.037  -40.223  -15.537
  1.50  6.00  -11.704  -26.809  -12.006
  2.00  6.00   -9.846  -20.104  -10.019
  3.00  6.00   -7.658  -13.377   -7.658
  5.00  6.00   -5.277   -7.944   -5.043
 10.00  6.00   -2.720   -3.901   -2.095
 30.00  6.00    0.825   -0.326    2.057
100.00  6.00    4.329    1.965    6.040
  0.01  7.00  -99.999  -99.999  -99.999
  0.10  7.00  -65.720  -99.999  -67.302
  0.20  7.00  -36.939  -99.999  -38.215
  0.40  7.00  -22.102  -99.999  -23.048
  0.70  7.00  -15.344  -57.478  -16.038
  1.00  7.00  -12.465  -40.223  -12.981
  1.50  7.00   -9.916  -26.809  -10.221
  2.00  7.00   -8.363  -20.104   -8.528
  3.00  7.00   -6.470  -13.377   -6.464
  5.00  7.00   -4.671   -7.942   -4.436
 10.00  7.00   -2.632   -3.897   -2.010
 30.00  7.00    0.829   -0.326    2.060
100.00  7.00    4.329    1.965    6.040
  0.01  8.00   -9.957  -99.999  -11.002
  0.10  8.00   -9.939  -99.999  -10.964
  0.20  8.00   -9.881  -99.999  -10.852
  0.40  8.00   -9.706  -99.999  -10.534
  0.70  8.00   -9.214  -57.478   -9.786
  1.00  8.00   -8.066  -40.223   -8.461
  1.50  8.00   -6.509  -26.809   -6.765
  2.00  8.00   -5.578  -20.104   -5.728
  3.00  8.00   -4.432  -13.377   -4.401
  5.00  8.00   -3.234   -7.941   -2.976
 10.00  8.00   -1.995   -3.882   -1.384
 30.00  8.00    0.859   -0.324    2.090
100.00  8.00    4.330    1.965    6.041
  0.01  9.00   -1.460  -99.999   -1.277
  0.10  9.00   -1.460  -99.999   -1.277
  0.20  9.00   -1.459  -99.999   -1.276
  0.40  9.00   -1.457  -99.999   -1.273
  0.70  9.00   -1.456  -57.478   -1.269
  1.00  9.00   -1.443  -40.223   -1.250
  1.50  9.00   -1.408  -26.809   -1.200
  2.00  9.00   -1.364  -20.104   -1.135
  3.00  9.00   -1.261  -13.377   -0.981
  5.00  9.00   -1.019   -7.941   -0.615
 10.00  9.00   -0.564   -3.878    0.087
 30.00  9.00    1.138   -0.309    2.368
100.00  9.00    4.338    1.967    6.049
  0.01 10.00    1.071  -99.999    1.855
  0.10 10.00    1.071  -99.999    1.855
  0.20 10.00    1.071  -99.999    1.856
  0.40 10.00    1.071  -99.999    1.856
  0.70 10.00    1.072  -57.478    1.857
  1.00 10.00    1.074  -40.223    1.859
  1.50 10.00    1.084  -26.809    1.872
  2.00 10.00    1.097  -20.104    1.888
  3.00 10.00    1.126  -13.377    1.924
  5.00 10.00    1.175   -7.941    1.995
 10.00 10.00    1.253   -3.878    2.142
 30.00 10.00    2.159   -0.293    3.423
100.00 10.00    4.419    1.987    6.131
  0.01 11.00    2.995  -99.999    4.216
  0.10 11.00    2.995  -99.999    4.216
  0.20 11.00    2.995  -99.999    4.216
  0.40 11.00    2.995  -99.999    4.216
  0.70 11.00    2.996  -57.478    4.217
  1.00 11.00    2.997  -40.223    4.218
  1.50 11.00    3.003  -26.809    4.225
  2.00 11.00    3.013  -20.104    4.236
  3.00 11.00    3.032  -13.377    4.257
  5.00 11.00    3.056   -7.941    4.286
 10.00 11.00    3.052   -3.878    4.300
 30.00 11.00    3.549   -0.291    4.960
100.00 11.00    5.007    2.069    6.735
  k43 ca43     1.81540     2.83879   1
  0.01  1.00   -5.052  -99.999   -5.311
  0.10  1.00   -5.052  -56.442   -5.311
  0.20  1.00   -5.052  -29.438   -5.311
  0.40  1.00   -5.052  -15.358   -5.311
  0.70  1.00   -5.048   -9.504   -5.304
  1.00  1.00   -4.961   -7.969   -5.114
  1.50  1.00   -4.350   -6.618   -4.256
  2.00  1.00   -3.775   -5.743   -3.629
  3.00  1.00   -3.144   -4.550   -2.953
  5.00  1.00   -2.659   -3.260   -2.262
 10.00  1.00   -2.308   -1.796   -0.990
 30.00  1.00   -2.164    0.570    1.678
100.00  1.00   -2.191    4.071    5.641
  0.01  2.00   -5.052  -99.999   -5.311
  0.10  2.00   -5.052  -57.443   -5.311
  0.20  2.00   -5.052  -30.439   -5.311
  0.40  2.00   -5.052  -16.358   -5.311
  0.70  2.00   -5.048   -9.917   -5.304
  1.00  2.00   -4.961   -7.990   -5.114
  1.50  2.00   -4.350   -6.619   -4.256
  2.00  2.00   -3.775   -5.744   -3.629
  3.00  2.00   -3.144   -4.550   -2.953
  5.00  2.00   -2.659   -3.260   -2.262
 10.00  2.00   -2.308   -1.796   -0.990
 30.00  2.00   -2.164    0.570    1.678
100.00  2.00   -2.191    4.071    5.641
  0.01  3.00   -5.053  -99.999   -5.313
  0.10  3.00   -5.052  -58.461   -5.312
  0.20  3.00   -5.052  -31.444   -5.311
  0.40  3.00   -5.052  -17.361   -5.311
  0.70  3.00   -5.049  -10.866   -5.304
  1.00  3.00   -4.961   -8.196   -5.115
  1.50  3.00   -4.350   -6.634   -4.256
  2.00  3.00   -3.775   -5.747   -3.630
  3.00  3.00   -3.144   -4.551   -2.953
  5.00  3.00   -2.659   -3.260   -2.262
 10.00  3.00   -2.308   -1.796   -0.990
 30.00  3.00   -2.164    0.570    1.678
100.00  3.00   -2.191    4.071    5.641
  0.01  4.00   -5.058  -99.999   -5.321
  0.10  4.00   -5.057  -59.617   -5.318
  0.20  4.00   -5.056  -32.499   -5.317
  0.40  4.00   -5.054  -18.378   -5.315
  0.70  4.00   -5.051  -11.872   -5.307
  1.00  4.00   -4.962   -9.018   -5.117
  1.50  4.00   -4.350   -6.775   -4.257
  2.00  4.00   -3.776   -5.778   -3.630
  3.00  4.00   -3.144   -4.556   -2.953
  5.00  4.00   -2.659   -3.261   -2.262
 10.00  4.00   -2.308   -1.796   -0.990
 30.00  4.00   -2.164    0.570    1.678
100.00  4.00   -2.191    4.071    5.641
  0.01  5.00   -5.085  -99.999   -5.359
  0.10  5.00   -5.085  -61.961   -5.359
  0.20  5.00   -5.083  -34.005   -5.356
  0.40  5.00   -5.078  -19.547   -5.348
  0.70  5.00   -5.069  -12.938   -5.332
  1.00  5.00   -4.975  -10.049   -5.131
  1.50  5.00   -4.353   -7.508   -4.262
  2.00  5.00   -3.777   -6.065   -3.635
  3.00  5.00   -3.145   -4.609   -2.957
  5.00  5.00   -2.659   -3.269   -2.266
 10.00  5.00   -2.308   -1.797   -0.991
 30.00  5.00   -2.164    0.570    1.678
100.00  5.00   -2.191    4.071    5.641
  0.01  6.00   -5.241  -99.999   -5.576
  0.10  6.00   -5.245  -70.151   -5.581
  0.20  6.00   -5.244  -38.191   -5.578
  0.40  6.00   -5.236  -21.820   -5.564
  0.70  6.00   -5.214  -14.488   -5.525
  1.00  6.00   -5.082  -11.353   -5.243
  1.50  6.00   -4.386   -8.645   -4.296
  2.00  6.00   -3.794   -7.030   -3.660
  3.00  6.00   -3.154   -5.046   -2.987
  5.00  6.00   -2.663   -3.349   -2.298
 10.00  6.00   -2.309   -1.806   -0.999
 30.00  6.00   -2.164    0.569    1.677
100.00  6.00   -2.191    4.071    5.641
  0.01  7.00   -6.536  -99.999   -6.888
  0.10  7.00   -6.520  -95.209   -6.871
  0.20  7.00   -6.504  -50.733   -6.862
  0.40  7.00   -6.449  -28.143   -6.813
  0.70  7.00   -6.285  -18.171   -6.630
  1.00  7.00   -5.680  -14.016   -5.722
  1.50  7.00   -4.573  -10.556   -4.497
  2.00  7.00   -3.923   -8.596   -3.826
  3.00  7.00   -3.250   -6.257   -3.125
  5.00  7.00   -2.714   -3.951   -2.483
 10.00  7.00   -2.321   -1.891   -1.079
 30.00  7.00   -2.165    0.566    1.674
100.00  7.00   -2.191    4.071    5.641
  0.01  8.00  -75.225  -99.999  -77.784
  0.10  8.00  -17.797  -99.999  -19.523
  0.20  8.00  -14.072  -81.586  -15.429
  0.40  8.00  -11.954  -43.589  -12.736
